Text,Label,cue_0,boc_prompt_0,cue_1,boc_prompt_1,cue_2,boc_prompt_2,boc_output_0,boc_label_0,boc_output_1,boc_label_1,boc_output_2,boc_label_2,pred
@ChristianCaple Gotta love those racially based awards! #not,1,"['rhetorical devices', 'common knowledge', 'special symbols', 'emotional contrasts', 'emotional words']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, common knowledge, special symbols, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @ChristianCaple Gotta love those racially based awards! #not

        ### Response: 

        ### Label: 

        ","['cultural background', 'common knowledge', 'context', 'language style', 'surface emotion']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: cultural background, common knowledge, context, language style, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @ChristianCaple Gotta love those racially based awards! #not

        ### Response: 

        ### Label: 

        ","['emotional words', 'keywords', 'emotional contrasts', 'special symbols', 'topic']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: emotional words, keywords, emotional contrasts, special symbols, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @ChristianCaple Gotta love those racially based awards! #not

        ### Response: 

        ### Label: 

        ","sarcastic

        ### cues: 

        - rhetorical device: irony (the use of ""love"" and ""gotta love"" implies the opposite sentiment)
        - emotional contrast: the phrase ""gotta love"" is often used to express enthusiasm, but in this context, it's used to express disdain.
        - emotional word: ""love"" is an emotional word that contrasts with the negative sentiment of the message.
        - special symbol: the hashtag ""#not"" is used to emphasize the opposite of what is being said, indicating sarcasm.",1.0,"sarcastic

        ### explanation: 

        the label is 'sarcastic' because the tweet is responding to an event (the awards) with a negative sentiment. the use of 'gotta love' is ironic and sarcastic, implying the opposite meaning (i.e., the speaker does not love the racially based awards). the hashtag '#not' at the end of the tweet reinforces the sarcasm, as it is a common internet slang used to convey irony or sarcasm. the cultural background of the tweet is likely related to the awards ceremony, which might have been criticized for being racially biased. the language style is informal, with a touch of irony and sarcasm, which is common in social media platforms like twitter. the surface emotion expressed is annoyance or frustration, but the tone is sarcastic rather than genuinely angry. overall, the tweet is sarcastic because it uses irony and mocking tone to criticize the awards.",1.0,"sarcastic 

        ### explanation: 

         the text contains the following cues that suggest sarcasm: 
         - the use of the phrase ""gotta love"", which is an ironic expression implying the opposite of what it says. 
         - the topic of ""racially based awards"" is a sensitive issue, and the tone of the sentence is dismissive and mocking. 
         - the hashtag ""#not"" at the end of the sentence, which is often used to convey irony or sarcasm. 
         - the use of the exclamation mark, which adds to the sense of irony and sarcasm. 
         therefore, the correct label for this text is 'sarcastic'.",1.0,1.0
"The best love is the kind that awakens the soul, and makes us reach for more...💖",0,"['context', 'keywords', 'common knowledge', 'topic', 'special symbols']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: context, keywords, common knowledge, topic, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        The best love is the kind that awakens the soul, and makes us reach for more...💖

        ### Response: 

        ### Label: 

        ","['context', 'emotional words', 'punctuation', 'surface emotion', 'topic']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: context, emotional words, punctuation, surface emotion, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        The best love is the kind that awakens the soul, and makes us reach for more...💖

        ### Response: 

        ### Label: 

        ","['cultural background', 'common knowledge', 'context', 'emotional contrasts', 'language style']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: cultural background, common knowledge, context, emotional contrasts, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        The best love is the kind that awakens the soul, and makes us reach for more...💖

        ### Response: 

        ### Label: 

        ","not sarcastic

         ### explanation: 
         the input text expresses a positive and sentimental sentiment about love. the use of the heart symbol (💖) also reinforces the romantic tone of the text. there are no cues that suggest irony, contradiction, or mocking, which are typical characteristics of sarcastic language. therefore, the label assigned is 'not sarcastic'.",0.0,"not sarcastic 

        ### cues:
        * context: the context of the text is positive and romantic.
        * emotional words: ""best"", ""awakens"", ""soul"", ""reach for more"" convey a sense of optimism and enthusiasm.
        * punctuation: the use of ellipsis (...) and heart symbol (💖) add to the romantic tone.
        * surface emotion: the text expresses a sense of joy and affection.
        * topic: the topic of the text is love and relationships.",0.0,"not sarcastic

         ### reasoning: 
         the text does not contain any cues of sarcasm. the language used is romantic and idealistic, with the use of the heart symbol (💖), which indicates sincerity and positivity. the statement is a generic and clichéd expression of love, and there is no evidence of irony, emotional contrast, or unexpected twists that are typical of sarcastic language. the tone is uplifting and sentimental, which suggests that the author is being genuine and not sarcastic.",0.0,0.0
clashupdate #not http://t.co/1bFOsIwnI5,1,"['context', 'cultural background', 'language style', 'keywords', 'special symbols']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: context, cultural background, language style, keywords, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        clashupdate #not http://t.co/1bFOsIwnI5

        ### Response: 

        ### Label: 

        ","['emotional contrasts', 'language style', 'context', 'common knowledge', 'special symbols']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, language style, context, common knowledge, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        clashupdate #not http://t.co/1bFOsIwnI5

        ### Response: 

        ### Label: 

        ","['keywords', 'emotional words', 'special symbols', 'surface emotion', 'emotional contrasts']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: keywords, emotional words, special symbols, surface emotion, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        clashupdate #not http://t.co/1bFOsIwnI5

        ### Response: 

        ### Label: 

        ","sarcastic 

        ### explanation: 

        the label assigned is 'sarcastic' because of the presence of the hashtag '#not' which is a common way to express irony or sarcasm on social media platforms like twitter. the context of the message is unclear, but the use of '#not' and the tone of the message suggest that the author is being facetious or ironic.",1.0,"sarcastic 

        ### reasoning: 

        this tweet is sarcastic because it contains the hashtag ""#not"", which is a common way to express sarcasm on social media. the context of the tweet, which appears to be a link to a news article about a clash, also suggests that the author is being facetious. the use of the hashtag ""#not"" implies that the author is being ironic or sarcastic about the clash.",1.0,"sarcastic

        ### explanation: 

         the tweet includes the hashtag '#not', which is often used to convey irony or sarcasm. this is a clear cue that the tweet is meant to be sarcastic. additionally, the tone of the tweet is informal and playful, which is also consistent with sarcastic language. therefore, i assign the label 'sarcastic' to this tweet.",1.0,1.0
@allkpop: Super Junior's Henry asks sasaeng fans to let him sleep|http://t.co/BhrEKEtMka http://t.co/mvzxJL04PL||Aw Henry oppa >^<,0,"['topic', 'rhetorical devices', 'keywords', 'cultural background', 'emotional contrasts']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: topic, rhetorical devices, keywords, cultural background, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @allkpop: Super Junior's Henry asks sasaeng fans to let him sleep|http://t.co/BhrEKEtMka http://t.co/mvzxJL04PL||Aw Henry oppa >^<

        ### Response: 

        ### Label: 

        ","['topic', 'language style', 'special symbols', 'surface emotion', 'common knowledge']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: topic, language style, special symbols, surface emotion, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @allkpop: Super Junior's Henry asks sasaeng fans to let him sleep|http://t.co/BhrEKEtMka http://t.co/mvzxJL04PL||Aw Henry oppa >^<

        ### Response: 

        ### Label: 

        ","['surface emotion', 'punctuation', 'common knowledge', 'topic', 'context']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: surface emotion, punctuation, common knowledge, topic, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @allkpop: Super Junior's Henry asks sasaeng fans to let him sleep|http://t.co/BhrEKEtMka http://t.co/mvzxJL04PL||Aw Henry oppa >^<

        ### Response: 

        ### Label: 

        ","sarcastic

        ### cues: 

        - topic: fans and celebrity
        - rhetorical devices: hyperbole (>^<)
        - keywords: 'oppa' (a term used to express admiration)
        - cultural background: k-pop culture, where fans often use 'oppa' to address their favorite celebrities
        - emotional contrasts: the tone of the message is playful and endearing, but the situation described (sasaeng fans disturbing henry's sleep) is frustrating and annoying, indicating sarcasm.",1.0,"sarcastic

        ### cues: 
        - topic: super junior's henry and sasaeng fans
        - language style: casual, playful tone 
        - special symbols: >^<
        - surface emotion: admiration/appreciation (but actually sarcastic)
        - common knowledge: sasaeng fans are known to be overly obsessive and invasive, making henry's request ridiculous.",1.0,"sarcastic 

        ### cues: 

         * surface emotion: positive (aw, >^<) 
         * punctuation: excessive use of symbols (>, ^, <) 
         * common knowledge: sasaeng fans are known to be overly enthusiastic and invasive 
         * topic: super junior's henry and his request to sasaeng fans 
         * context: the tweet is responding to henry's request, but the tone is opposite of what's expected (instead of being concerned, it's overly enthusiastic and playful)",1.0,1.0
I have officially surrounded myself with the most amazing people 😊,0,"['special symbols', 'surface emotion', 'common knowledge', 'emotional words', 'rhetorical devices']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: special symbols, surface emotion, common knowledge, emotional words, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        I have officially surrounded myself with the most amazing people 😊

        ### Response: 

        ### Label: 

        ","['cultural background', 'rhetorical devices', 'special symbols', 'emotional contrasts', 'language style']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: cultural background, rhetorical devices, special symbols, emotional contrasts, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        I have officially surrounded myself with the most amazing people 😊

        ### Response: 

        ### Label: 

        ","['punctuation', 'common knowledge', 'keywords', 'emotional words', 'rhetorical devices']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: punctuation, common knowledge, keywords, emotional words, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        I have officially surrounded myself with the most amazing people 😊

        ### Response: 

        ### Label: 

        ","not sarcastic

        ### explanation: 
        the input text does not contain any cues indicating sarcasm. the special symbol 😊, which is a smiling face emoji, suggests a positive emotion, which is consistent with the surface emotion expressed in the sentence (""amazing people""). there is no contradiction between the literal meaning and the intended meaning, and no common knowledge or emotional words that would suggest sarcasm. therefore, the label is 'not sarcastic'.",0.0,"not sarcastic 

        ### explanation: 

        the text does not contain any cues that indicate sarcasm. the use of the phrase ""the most amazing people"" and the smiling face emoji (😊) suggest genuine enthusiasm and positivity, which is not characteristic of sarcasm. the language style is also straightforward and lacks any irony or contradiction that might indicate sarcasm. overall, the tone is uplifting and sincere, so the label is ""not sarcastic"".",0.0,"not sarcastic

         ### explanation: 
         the given text does not contain any cues that suggest it is sarcastic. the use of the word 'amazing' and the smiling face emoji 😊 convey a genuine sense of positivity and happiness. there are no contradictions, irony, or unexpected twists that are typical of sarcastic language. the tone is straightforward and sincere, so the correct label is 'not sarcastic'.",0.0,0.0
@jthurgood1 @Cameron_Gray republicans suck more at identifying #irony than alanis morissette.,0,"['emotional words', 'language style', 'keywords', 'emotional contrasts', 'cultural background']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: emotional words, language style, keywords, emotional contrasts, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @jthurgood1 @Cameron_Gray republicans suck more at identifying #irony than alanis morissette.

        ### Response: 

        ### Label: 

        ","['cultural background', 'special symbols', 'punctuation', 'rhetorical devices', 'emotional words']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: cultural background, special symbols, punctuation, rhetorical devices, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @jthurgood1 @Cameron_Gray republicans suck more at identifying #irony than alanis morissette.

        ### Response: 

        ### Label: 

        ","['rhetorical devices', 'special symbols', 'cultural background', 'emotional words', 'language style']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, special symbols, cultural background, emotional words, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @jthurgood1 @Cameron_Gray republicans suck more at identifying #irony than alanis morissette.

        ### Response: 

        ### Label: 

        ","sarcastic

        ### explanation: 

        the input text contains several cues that indicate it is sarcastic. 

        - emotional words: the use of the word ""suck"" conveys a strong negative emotion, which is often a characteristic of sarcastic language.

        - language style: the phrase ""suck more"" is an exaggeration, which is a common feature of sarcastic language.

        - keywords: the hashtag ""#irony"" implies that the speaker is being facetious, as they are pointing out the irony of the situation.

        - emotional contrasts: the comparison of republicans to alanis morissette, who is infamous for misusing the term ""irony"" in her song, is a clever play on words that creates an emotional contrast between the expected meaning and the actual meaning.

        - cultural background: the reference to alanis morissette and the concept of irony is a cultural reference that is likely to be familiar to the intended audience, adding to the sarcastic tone.

        overall, the combination of these cues suggests that the input text is sarcastic.",1.0,"sarcastic

        ### explanation: 

        this tweet is sarcastic. the use of the hashtag #irony, which is a rhetorical device, is a strong indicator of sarcasm. the phrase ""republicans suck more at identifying"" is an exaggeration and an emotional word (""suck""), which are also typical of sarcastic language. the comparison to alanis morissette, a singer known for her song ""ironic"", is a cultural reference that adds to the sarcastic tone. finally, the use of the @ symbol to mention other users and the punctuation mark! at the end of the sentence are typical of informal, playful language often used in sarcastic tweets.",1.0,"sarcastic 

        ### explanation: 

        the given tweet contains several cues that suggest sarcasm: 

1. **rhetorical devices:** the comparison of republicans with alanis morissette, who is infamous for misusing the term ""irony"" in her song, is an example of irony itself and a clever play on words. this irony is used to convey the opposite of what is literally said, which is a hallmark of sarcasm.

2. **special symbols:** the use of the ""#"" symbol before ""irony"" could be interpreted as a tongue-in-cheek remark, implying that the speaker is aware of the irony in their statement.

3. **cultural background:** the reference to alanis morissette's song ""ironic"" is a cultural nod that many people will recognize, and the irony of the situation will not be lost on them.

4. **emotional words:** the use of the word ""suck"" has a negative connotation, implying a strong emotional response, which is often characteristic of sarcastic language.

5. **language style:** the tone of the tweet is informal, with a touch of humor and playfulness, which is typical of sarcastic language. the use of the phrase ""suck more"" is also a colloquialism that adds to the sarcastic tone.

considering these cues, it is reasonable to assign the label ""sarcastic"" to the given tweet.",1.0,1.0
That's always the solution..... #not. Doesn't fix anything!,1,"['common knowledge', 'emotional contrasts', 'context', 'emotional words', 'topic']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: common knowledge, emotional contrasts, context, emotional words, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        That's always the solution..... #not. Doesn't fix anything!

        ### Response: 

        ### Label: 

        ","['common knowledge', 'keywords', 'topic', 'surface emotion', 'emotional words']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: common knowledge, keywords, topic, surface emotion, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        That's always the solution..... #not. Doesn't fix anything!

        ### Response: 

        ### Label: 

        ","['context', 'emotional contrasts', 'punctuation', 'language style', 'topic']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: context, emotional contrasts, punctuation, language style, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        That's always the solution..... #not. Doesn't fix anything!

        ### Response: 

        ### Label: 

        ","sarcastic 

         ### explanation: 

         the text contains several cues indicating sarcasm:

         1. **emotional contrasts**: the use of ""always"" and ""doesn't fix anything"" convey a sense of frustration and disappointment, which contrasts with the seemingly positive tone of ""that's always the solution"".

         2. **context**: the hashtags ""#not"" and the exclamation ""doesn't fix anything!"" suggest that the speaker is being facetious and ironic.

         3. **emotional words**: the word ""always"" can be seen as an emotional intensifier, implying that the solution is never effective.

         4. **topic**: the topic of the conversation appears to be a criticism of a proposed solution, which is often a breeding ground for sarcastic remarks.

         therefore, based on these cues, the text is labeled as **sarcastic**.",1.0,"sarcastic

        ### cues:
        - common knowledge: the phrase ""that's always the solution"" implies a common understanding that the solution is often proposed, but may not be effective.
        - keywords: ""always"", ""solution"", ""doesn't fix anything"" convey a sense of frustration and disappointment.
        - topic: the topic is about a solution that is not effective.
        - surface emotion: the surface emotion is annoyance and frustration.
        - emotional words: ""doesn't fix anything"" conveys a strong negative emotion.",1.0,"sarcastic

        ### explanation: 

        the text contains several cues that suggest it's sarcastic. 

        - context: the phrase ""that's always the solution"" is often used to express frustration or annoyance, implying that the solution being referred to is inadequate or ineffective.
        - emotional contrasts: the text starts with a seemingly positive tone (""that's always the solution"") but quickly shifts to a negative one (""doesn't fix anything!""), indicating sarcasm.
        - punctuation: the use of multiple periods (""....."") and the exclamation mark (""!"") convey a sense of irony and emphasis, which are common in sarcastic language.
        - language style: the text uses a casual, conversational tone, which is often characteristic of sarcastic language.
        - topic: the topic of the text appears to be a criticism of a solution or approach, which is a common theme in sarcastic language.

        overall, the combination of these cues suggests that the text is intended to be sarcastic.",1.0,1.0
Name an #excuse that people use #NOT to #workout ... http://t.co/tE75PwPGbm,0,"['emotional words', 'rhetorical devices', 'surface emotion', 'punctuation', 'language style']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: emotional words, rhetorical devices, surface emotion, punctuation, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        Name an #excuse that people use #NOT to #workout ... http://t.co/tE75PwPGbm

        ### Response: 

        ### Label: 

        ","['special symbols', 'language style', 'emotional words', 'rhetorical devices', 'keywords']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: special symbols, language style, emotional words, rhetorical devices, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        Name an #excuse that people use #NOT to #workout ... http://t.co/tE75PwPGbm

        ### Response: 

        ### Label: 

        ","['rhetorical devices', 'surface emotion', 'keywords', 'language style', 'emotional contrasts']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, surface emotion, keywords, language style, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        Name an #excuse that people use #NOT to #workout ... http://t.co/tE75PwPGbm

        ### Response: 

        ### Label: 

        ","sarcastic

        ### reasoning: 

        1. **emotional words:** the presence of the word 'excuse' with a negative connotation implies a sense of frustration or annoyance, which can be indicative of sarcasm. 

        2. **rhetorical devices:** the use of hashtags like '#not' is an example of irony, which is a rhetorical device often used in sarcastic language. the question 'name an excuse...' is also a rhetorical device, as it's not a genuine inquiry.

        3. **surface emotion:** the tone of the sentence appears to be annoyed or frustrated, which can be a surface-level indicator of sarcasm.

        4. **punctuation:** the use of all capital letters in '#not' adds emphasis and can be seen as a way to convey sarcasm.

        5. **language style:** the brevity and informality of the language, along with the use of hashtags and abbreviations, is reminiscent of social media language, which often employs sarcasm. the tone is also somewhat playful, which can be a characteristic of sarcastic language.",1.0,"sarcastic

         ### reasoning: 

         the text contains several cues indicating sarcasm: 

         1. **special symbols**: the use of the hashtags (#excuse, #not, #workout) with a mix of uppercase and lowercase letters is a common pattern in sarcastic tweets. 
         2. **language style**: the phrase ""name an excuse"" is a rhetorical question, implying that there are many excuses people use to avoid working out, which is a sarcastic tone. 
         3. **emotional words**: the word ""excuse"" itself has a negative connotation, implying that the speaker is mocking or ridiculing people who make excuses not to work out. 
         4. **rhetorical devices**: the use of a rhetorical question (""name an excuse"") is a common device used in sarcasm to express irony or mocking. 
         5. **keywords**: the presence of the word ""not"" in all capital letters emphasizes the speaker's sarcastic tone, implying that people often make excuses not to work out.",1.0,"i would assign the label 'sarcastic' to this input text. here's why:

        * **rhetorical devices:** the use of hashtags (#excuse, #not, #workout) can be seen as a form of irony or sarcasm, as they are often used to emphasize the opposite of what's being said.
        * **surface emotion:** the tone of the text appears to be playful and tongue-in-cheek, which can be indicative of sarcasm.
        * **keywords:** the word ""excuse"" has a negative connotation, implying that the speaker doesn't believe the reasons people give for not working out are legitimate. the use of ""not"" in all caps also adds to the sarcastic tone.
        * **language style:** the brevity and informality of the text, including the use of hashtags and abbreviations (e.g., ""t.co""), suggest a casual and possibly sarcastic tone.
        * **emotional contrasts:** the text presents a contrast between the expected reason for not working out (a legitimate excuse) and the implied reason (laziness or lack of motivation), which can be seen as sarcastic.

        overall, the combination of these cues suggests that the text is meant to be sarcastic.",1.0,1.0
"@SteveMcKrosky @imbalaska @DaveMyFace @Clover_Joy_ @den2114 @MeyrickHarris ""left regressives"" is that not a label #irony",1,"['surface emotion', 'common knowledge', 'punctuation', 'topic', 'language style']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: surface emotion, common knowledge, punctuation, topic, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @SteveMcKrosky @imbalaska @DaveMyFace @Clover_Joy_ @den2114 @MeyrickHarris ""left regressives"" is that not a label #irony

        ### Response: 

        ### Label: 

        ","['context', 'keywords', 'special symbols', 'emotional words', 'cultural background']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: context, keywords, special symbols, emotional words, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @SteveMcKrosky @imbalaska @DaveMyFace @Clover_Joy_ @den2114 @MeyrickHarris ""left regressives"" is that not a label #irony

        ### Response: 

        ### Label: 

        ","['language style', 'topic', 'common knowledge', 'cultural background', 'emotional words']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: language style, topic, common knowledge, cultural background, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @SteveMcKrosky @imbalaska @DaveMyFace @Clover_Joy_ @den2114 @MeyrickHarris ""left regressives"" is that not a label #irony

        ### Response: 

        ### Label: 

        ","sarcastic 

        ### cues: 
        - surface emotion: the surface emotion of the text is neutral. 
        - common knowledge: the text does not rely on common knowledge. 
        - punctuation: the presence of quotes and the hashtag #irony suggests sarcasm. 
        - topic: the topic of the tweet is politics or ideology. 
        - language style: the language style is casual and conversational, with the use of twitter handles and hashtags. the use of quotes around ""left regressives"" implies that the author is being facetious or ironic.",1.0,"sarcastic 

        ### explanation: 

         the tweet contains several cues that indicate it is sarcastic. the context of the tweet appears to be a response to someone or something, and the user is being facetious by using the label ""left regressives"". the use of quotation marks around the label suggests that the user is being ironic or sarcastic. the hashtag #irony also explicitly indicates that the tweet is meant to be ironic or sarcastic. additionally, the tone of the tweet is informal and playful, which is consistent with sarcastic language. the cultural background of the tweet is likely american, given the use of english language and the format of the tweet, which is consistent with twitter. there are no special symbols or emotional words that are particularly indicative of sarcasm, but the overall tone and language used suggest that the tweet is sarcastic.",1.0,"sarcastic 

        ### reasoning: 

        - language style: the use of quotation marks around ""left regressives"" and the hashtag #irony indicate a sarcastic tone. 
        - topic: the topic of the tweet appears to be political, which can often involve irony or sarcasm. 
        - common knowledge: the use of quotation marks and hashtags is a common way to express irony or sarcasm on social media. 
        - cultural background: the tweet is written in english and appears to be from a western cultural context, where irony and sarcasm are common forms of humor. 
        - emotional words: the word ""irony"" itself has a slightly negative connotation, implying that the speaker is being facetious.",1.0,1.0
@Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm,0,"['special symbols', 'emotional contrasts', 'rhetorical devices', 'common knowledge', 'emotional words']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: special symbols, emotional contrasts, rhetorical devices, common knowledge, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm

        ### Response: 

        ### Label: 

        ","['keywords', 'rhetorical devices', 'topic', 'context', 'punctuation']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: keywords, rhetorical devices, topic, context, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm

        ### Response: 

        ### Label: 

        ","['keywords', 'surface emotion', 'emotional words', 'topic', 'cultural background']","
        ### Instruction:
        You are a sarcasm classification classifier. Extract the following cues: keywords, surface emotion, emotional words, topic, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''
        None

        ### Input:
        @Brice_Jones but you can't expect us to hire one in only 3 weeks. Who moves that quickly on a coaching search? #sarcasm

        ### Response: 

        ### Label: 

        ","sarcastic 

        ### cues: 

        * special symbols: @,# (indicating a tweet and a hashtag, respectively, which can imply a more casual, conversational tone, often used in sarcastic remarks)
        * rhetorical devices: the question ""who moves that quickly on a coaching search?"" is a rhetorical question, implying that it's unrealistic to expect someone to move that quickly, which is a classic sarcastic move.
        * emotional words: ""can't expect"" has a slightly negative connotation, implying frustration or incredulity, which can be a sign of sarcasm.
        * hashtag #sarcasm: the presence of this hashtag explicitly indicates that the tone of the tweet is sarcastic.",1.0,"sarcastic

         ### explanation: 

         the presence of the hashtag #sarcasm, which is a clear indicator of sarcasm, is a strong cue. additionally, the use of rhetorical question (""who moves that quickly on a coaching search?"") is a common device used in sarcastic language. the tone of the sentence is also ironic, implying that the idea of hiring a coach in 3 weeks is unrealistic, which further supports the sarcastic label.",1.0,"sarcastic 

        ### cues: 

        keywords: ['expect', 'hire', 'coaching','search']
        surface emotion: irony
        emotional words: ['can't', 'quickly']
        topic: sports (hiring a coach)
        cultural background: american (based on the use of #sarcasm and the context of coaching search)",1.0,1.0
