Text,Context,Show,Label,cue_0,boc_prompt_0,cue_1,boc_prompt_1,cue_2,boc_prompt_2,boc_output_0,boc_label_0,boc_output_1,boc_label_1,boc_output_2,boc_label_2,label_pred
"CHANDLER: Yes, the doctor's say if they remove it, he will die!","RACHEL: This one's from Joey, feels like a book, think itÕs a book. And itÕs a book!
 PHOEBE: Oh its Dr. Suse.
 JOEY: That book got me through some tough times
 PERSON: There is a little child inside this man.
",FRIENDS,1,"['emotional words', 'rhetorical devices', 'topic', 'cultural background', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, rhetorical devices, topic, cultural background, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: This one's from Joey, feels like a book, think itÕs a book. And itÕs a book!\n PHOEBE: Oh its Dr. Suse.\n JOEY: That book got me through some tough times\n PERSON: There is a little child inside this man.\n\n\n        ### Input:\n        CHANDLER: Yes, the doctor's say if they remove it, he will die!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'language style', 'topic', 'surface emotion', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, language style, topic, surface emotion, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: This one's from Joey, feels like a book, think itÕs a book. And itÕs a book!\n PHOEBE: Oh its Dr. Suse.\n JOEY: That book got me through some tough times\n PERSON: There is a little child inside this man.\n\n\n        ### Input:\n        CHANDLER: Yes, the doctor's say if they remove it, he will die!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'special symbols', 'emotional words', 'emotional contrasts', 'keywords']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, special symbols, emotional words, emotional contrasts, keywords from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: This one's from Joey, feels like a book, think itÕs a book. And itÕs a book!\n PHOEBE: Oh its Dr. Suse.\n JOEY: That book got me through some tough times\n PERSON: There is a little child inside this man.\n\n\n        ### Input:\n        CHANDLER: Yes, the doctor's say if they remove it, he will die!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
CHANDLER: And I just won a million dollars!,"ROSS: I don't want to be single. I just, I just want to be married again.
",FRIENDS,0,"['rhetorical devices', 'context', 'emotional words', 'language style', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, context, emotional words, language style, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSS: I don't want to be single. I just, I just want to be married again.\n\n\n        ### Input:\n        CHANDLER: And I just won a million dollars!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'special symbols', 'punctuation', 'rhetorical devices', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, special symbols, punctuation, rhetorical devices, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSS: I don't want to be single. I just, I just want to be married again.\n\n\n        ### Input:\n        CHANDLER: And I just won a million dollars!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'special symbols', 'cultural background', 'topic', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, special symbols, cultural background, topic, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSS: I don't want to be single. I just, I just want to be married again.\n\n\n        ### Input:\n        CHANDLER: And I just won a million dollars!\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
CHANDLER: You sure he is going to be able to crack that code?,"CHANDLER: Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.
",FRIENDS,1,"['emotional contrasts', 'context', 'language style', 'rhetorical devices', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, context, language style, rhetorical devices, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.\n\n\n        ### Input:\n        CHANDLER: You sure he is going to be able to crack that code?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'keywords', 'context', 'surface emotion', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, keywords, context, surface emotion, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.\n\n\n        ### Input:\n        CHANDLER: You sure he is going to be able to crack that code?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'context', 'rhetorical devices', 'cultural background', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, context, rhetorical devices, cultural background, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.\n\n\n        ### Input:\n        CHANDLER: You sure he is going to be able to crack that code?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",not sarcastic,0,not sarcastic,0,sarcastic,1,0
"CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party.","MONICA: Could guys please try to keep It down? We are trying to start a tournament.
",FRIENDS,1,"['rhetorical devices', 'emotional words', 'surface emotion', 'emotional contrasts', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional words, surface emotion, emotional contrasts, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        MONICA: Could guys please try to keep It down? We are trying to start a tournament.\n\n\n        ### Input:\n        CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'surface emotion', 'keywords', 'special symbols', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, surface emotion, keywords, special symbols, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        MONICA: Could guys please try to keep It down? We are trying to start a tournament.\n\n\n        ### Input:\n        CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'topic', 'common knowledge', 'punctuation', 'emotional contrasts']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, topic, common knowledge, punctuation, emotional contrasts from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        MONICA: Could guys please try to keep It down? We are trying to start a tournament.\n\n\n        ### Input:\n        CHANDLER: These people find out that a spelling game is going over there, there will be nobody left at our party.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic.,1,not sarcastic,0,1
"CHANDLER: Oh, wait a minute, I have no one.","ROSS: Hi.
 RACHEL: What's the matter with you?
 CHANDLER: Mean guys at the coffee house took my hat
 JOEY: You kidding
 ROSS: It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.
",FRIENDS,1,"['context', 'common knowledge', 'emotional contrasts', 'special symbols', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: context, common knowledge, emotional contrasts, special symbols, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSS: Hi.\n RACHEL: What's the matter with you?\n CHANDLER: Mean guys at the coffee house took my hat\n JOEY: You kidding\n ROSS: It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.\n\n\n        ### Input:\n        CHANDLER: Oh, wait a minute, I have no one.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'emotional contrasts', 'keywords', 'language style', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, emotional contrasts, keywords, language style, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSS: Hi.\n RACHEL: What's the matter with you?\n CHANDLER: Mean guys at the coffee house took my hat\n JOEY: You kidding\n ROSS: It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.\n\n\n        ### Input:\n        CHANDLER: Oh, wait a minute, I have no one.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['common knowledge', 'topic', 'emotional contrasts', 'surface emotion', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: common knowledge, topic, emotional contrasts, surface emotion, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        ROSS: Hi.\n RACHEL: What's the matter with you?\n CHANDLER: Mean guys at the coffee house took my hat\n JOEY: You kidding\n ROSS: It was ridiculous, these guys were bullies, actual bullies. We are grown ups, this kind of stuff isn't supposed to happen anymore.\n\n\n        ### Input:\n        CHANDLER: Oh, wait a minute, I have no one.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still.,"PHOEBE: Boy do I feel bad
 MONICA: very bad.
 PHOEBE: Chandler what are you doing?
 MONICA: Chandler?
",FRIENDS,1,"['rhetorical devices', 'emotional contrasts', 'punctuation', 'topic', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional contrasts, punctuation, topic, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PHOEBE: Boy do I feel bad\n MONICA: very bad.\n PHOEBE: Chandler what are you doing?\n MONICA: Chandler?\n\n\n        ### Input:\n        CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['rhetorical devices', 'context', 'language style', 'common knowledge', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, context, language style, common knowledge, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PHOEBE: Boy do I feel bad\n MONICA: very bad.\n PHOEBE: Chandler what are you doing?\n MONICA: Chandler?\n\n\n        ### Input:\n        CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['keywords', 'surface emotion', 'punctuation', 'emotional contrasts', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: keywords, surface emotion, punctuation, emotional contrasts, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PHOEBE: Boy do I feel bad\n MONICA: very bad.\n PHOEBE: Chandler what are you doing?\n MONICA: Chandler?\n\n\n        ### Input:\n        CHANDLER: Actually I yesterday I was smoking again. Today I am smoking still.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,not sarcastic,0,1
"CHANDLER: Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.","CHANDLER: Damn, tail pipe's not hot enough to light this.
 JOEY: Relax ok? I can get this open, anybody got a coat hangar?
",FRIENDS,1,"['rhetorical devices', 'surface emotion', 'emotional contrasts', 'cultural background', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, surface emotion, emotional contrasts, cultural background, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Damn, tail pipe's not hot enough to light this.\n JOEY: Relax ok? I can get this open, anybody got a coat hangar?\n\n\n        ### Input:\n        CHANDLER: Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'punctuation', 'rhetorical devices', 'special symbols', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: context, punctuation, rhetorical devices, special symbols, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Damn, tail pipe's not hot enough to light this.\n JOEY: Relax ok? I can get this open, anybody got a coat hangar?\n\n\n        ### Input:\n        CHANDLER: Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'topic', 'emotional words', 'context', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, topic, emotional words, context, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Damn, tail pipe's not hot enough to light this.\n JOEY: Relax ok? I can get this open, anybody got a coat hangar?\n\n\n        ### Input:\n        CHANDLER: Oh I do. Oh no, wait a minute, I took it out of my shirt when I put it on this morning.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,"""well played, joey""",1,not sarcastic,0,1
"CHANDLER: I thought if I littered, that crying Indian might come by and save us.","RACHEL: Chandler, what are you doing? There is a trash can right there!
",FRIENDS,1,"['rhetorical devices', 'emotional contrasts', 'emotional words', 'special symbols', 'surface emotion']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: rhetorical devices, emotional contrasts, emotional words, special symbols, surface emotion from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Chandler, what are you doing? There is a trash can right there!\n\n\n        ### Input:\n        CHANDLER: I thought if I littered, that crying Indian might come by and save us.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['surface emotion', 'topic', 'context', 'punctuation', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: surface emotion, topic, context, punctuation, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Chandler, what are you doing? There is a trash can right there!\n\n\n        ### Input:\n        CHANDLER: I thought if I littered, that crying Indian might come by and save us.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['language style', 'surface emotion', 'emotional words', 'common knowledge', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: language style, surface emotion, emotional words, common knowledge, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Chandler, what are you doing? There is a trash can right there!\n\n\n        ### Input:\n        CHANDLER: I thought if I littered, that crying Indian might come by and save us.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
MONICA: Huh! Whats dufus speled backwards?,"JOEY: Okay done
 MONICA: Whats pleh?
 JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air.
",FRIENDS,1,"['punctuation', 'keywords', 'rhetorical devices', 'language style', 'emotional words']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, keywords, rhetorical devices, language style, emotional words from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        JOEY: Okay done\n MONICA: Whats pleh?\n JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air.\n\n\n        ### Input:\n        MONICA: Huh! Whats dufus speled backwards?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'context', 'topic', 'punctuation', 'cultural background']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, context, topic, punctuation, cultural background from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        JOEY: Okay done\n MONICA: Whats pleh?\n JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air.\n\n\n        ### Input:\n        MONICA: Huh! Whats dufus speled backwards?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'topic', 'keywords', 'emotional contrasts', 'language style']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, topic, keywords, emotional contrasts, language style from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        JOEY: Okay done\n MONICA: Whats pleh?\n JOEY: ThatÕs Help spelled backwards so that helicopters can read it from the air.\n\n\n        ### Input:\n        MONICA: Huh! Whats dufus speled backwards?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,"sarcastic
not sarcastic",0,1
"CHANDLER: Oh no, now its not gonna make any sense","RACHEL: Oh Oh car car.
 PHOEBE: Its Ross on one of his drives
 RACHEL: What is he doing here?
 ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.
",FRIENDS,1,"['punctuation', 'keywords', 'special symbols', 'cultural background', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, keywords, special symbols, cultural background, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Oh Oh car car.\n PHOEBE: Its Ross on one of his drives\n RACHEL: What is he doing here?\n ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.\n\n\n        ### Input:\n        CHANDLER: Oh no, now its not gonna make any sense\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['punctuation', 'surface emotion', 'language style', 'emotional contrasts', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, surface emotion, language style, emotional contrasts, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Oh Oh car car.\n PHOEBE: Its Ross on one of his drives\n RACHEL: What is he doing here?\n ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.\n\n\n        ### Input:\n        CHANDLER: Oh no, now its not gonna make any sense\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'keywords', 'rhetorical devices', 'emotional words', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, keywords, rhetorical devices, emotional words, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Oh Oh car car.\n PHOEBE: Its Ross on one of his drives\n RACHEL: What is he doing here?\n ROSS: He is saving your butt. Unless ofcourse I am stepping on some toes here, in which case I can just mosey on. I have plenty of people to help in the interstate.\n\n\n        ### Input:\n        CHANDLER: Oh no, now its not gonna make any sense\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
"CHANDLER: Nope, that patch is no good.","CHANDLER: Okay thatÕs like the least fun game ever.
 RACHEL: Well I am really sick of your smoking. So I brought something that is going to help you quit.
",FRIENDS,1,"['punctuation', 'rhetorical devices', 'cultural background', 'common knowledge', 'topic']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: punctuation, rhetorical devices, cultural background, common knowledge, topic from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Okay thatÕs like the least fun game ever.\n RACHEL: Well I am really sick of your smoking. So I brought something that is going to help you quit.\n\n\n        ### Input:\n        CHANDLER: Nope, that patch is no good.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'language style', 'rhetorical devices', 'keywords', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, language style, rhetorical devices, keywords, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Okay thatÕs like the least fun game ever.\n RACHEL: Well I am really sick of your smoking. So I brought something that is going to help you quit.\n\n\n        ### Input:\n        CHANDLER: Nope, that patch is no good.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'language style', 'rhetorical devices', 'keywords', 'special symbols']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, language style, rhetorical devices, keywords, special symbols from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        CHANDLER: Okay thatÕs like the least fun game ever.\n RACHEL: Well I am really sick of your smoking. So I brought something that is going to help you quit.\n\n\n        ### Input:\n        CHANDLER: Nope, that patch is no good.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,not sarcastic,0,sarcastic,1,1
"CHANDLER: If that doesn't keep kids in school, what will?","RACHEL: Two week straight and she hasn't smoked since.
 MONICA: So how did you guys meet?
 PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class.
 PERSON2: And he was my best student.
 PERSON1: Yes she was my best teacher.
",FRIENDS,1,"['special symbols', 'emotional words', 'surface emotion', 'keywords', 'context']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: special symbols, emotional words, surface emotion, keywords, context from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Two week straight and she hasn't smoked since.\n MONICA: So how did you guys meet?\n PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class.\n PERSON2: And he was my best student.\n PERSON1: Yes she was my best teacher.\n\n\n        ### Input:\n        CHANDLER: If that doesn't keep kids in school, what will?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional contrasts', 'topic', 'common knowledge', 'language style', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, topic, common knowledge, language style, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Two week straight and she hasn't smoked since.\n MONICA: So how did you guys meet?\n PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class.\n PERSON2: And he was my best student.\n PERSON1: Yes she was my best teacher.\n\n\n        ### Input:\n        CHANDLER: If that doesn't keep kids in school, what will?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['context', 'language style', 'keywords', 'cultural background', 'punctuation']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: context, language style, keywords, cultural background, punctuation from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        RACHEL: Two week straight and she hasn't smoked since.\n MONICA: So how did you guys meet?\n PERSON1: Oh I was in Mrs. Knight's oh I mean Alice, I was in her Home ED class.\n PERSON2: And he was my best student.\n PERSON1: Yes she was my best teacher.\n\n\n        ### Input:\n        CHANDLER: If that doesn't keep kids in school, what will?\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,"sarcastic

**cues extracted from the input text:**
1. emotional contrasts: positive
2. common knowledge: education, children
3. language style: colloquial, informal
4. punctuation: periods, question marks, semicolons, colons (several)
5. cues indicating sarcasm: reference to a past event and tone
6. cues indicating a contrast in the meaning of words or words' use: ""best"", ""in",1,not sarcastic,0,1
"CHANDLER: Hey, my father's house does that.","PHOEBE: And! And!
 RACHEL: Ah!
",FRIENDS,0,"['emotional contrasts', 'topic', 'cultural background', 'emotional words', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional contrasts, topic, cultural background, emotional words, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PHOEBE: And! And!\n RACHEL: Ah!\n\n\n        ### Input:\n        CHANDLER: Hey, my father's house does that.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['cultural background', 'language style', 'rhetorical devices', 'surface emotion', 'common knowledge']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: cultural background, language style, rhetorical devices, surface emotion, common knowledge from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PHOEBE: And! And!\n RACHEL: Ah!\n\n\n        ### Input:\n        CHANDLER: Hey, my father's house does that.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]","['emotional words', 'keywords', 'cultural background', 'punctuation', 'rhetorical devices']","[{'role': 'user', 'content': ""\n        ### Instruction:\n        '''You are a sarcasm classification classifier. Extract the following cues: emotional words, keywords, cultural background, punctuation, rhetorical devices from the Input text, to assign a correct label of the Input text from ['Not Sarcastic', 'Sarcastic'].'''\n\n        ### Context:\n        PHOEBE: And! And!\n RACHEL: Ah!\n\n\n        ### Input:\n        CHANDLER: Hey, my father's house does that.\n\n        ### Response: \n\n        ### Label: \n\n        ""}]",sarcastic,1,sarcastic,1,sarcastic,1,1
