Text,Context,Show,Label,linguistic_cue_prompt,contextual_cue_prompt,emotional_cue_prompt,linguistic_cue,contextual_cue,emotional_cue
"CHANDLER: No, no, I am just looking for a man to draw on me with chalk.","CHANDLER: Anybody know a good tailor?
JOEY: You needs some clothes altered?",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: No, no, I am just looking for a man to draw on me with chalk.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: No, no, I am just looking for a man to draw on me with chalk.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: No, no, I am just looking for a man to draw on me with chalk.\n\n        '}]","Here are the linguistic cues from the input sentence that could potentially be used for sarcasm detection:

1. **Keywords**
   - ""just looking""
   - ""a man to draw with chalk""
   
2. **Non-diegetic entities or perspectives**
   - There is a departure from Chandler's normal behavior or approach, as he is not interested in typical activities (like drawing) and is instead focused on something unconventional (""a man to draw on him with chalk""). 

3. **P","###Extracted Contextual Cues from Input Sentence for Sarcasm Detection:

1. **Speaker (CHANDLER):** Identifies the speaker of the statement, which can sometimes be indicative of the tone used. The use of titles such as ""Sir"" or ""Ma'am"" when mentioning oneself can suggest sarcasm, indicating a formality that is disproportionate to the context.

2. **Content:** The core of the statement appears to be that the speaker (CHANDLER) is '","To analyze the input sentence, ""CHANDLER: No, no, I am just looking for a man to draw on me with chalk,"" for emotional cues useful in sarcasm detection, we will focus on identifying emotional words and emotional contrasts. Sarcasm often carries a mocking, ironic, or exaggerated tone, coupled with emotional expressions that might not align with the literal meaning of the words.

**Emotional Words:**
1. **""No, no,""** - This repetition adds emphasis to"
"CHANDLER: I am telling you, when she leaned back, I could see her brain","CHANDLER: Hey
MONICA: So how was Joan?
CHANDLER: Broke up with her
MONICA: Why
ROSS: Don't tell me, because of the big nostril thing?",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I am telling you, when she leaned back, I could see her brain\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I am telling you, when she leaned back, I could see her brain\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I am telling you, when she leaned back, I could see her brain\n\n        '}]","### Linguistic Cues for Sarcasm Detection

1. **Speaker's Name**: Two characters named ""CHANDLER"" are mentioned with a capital, which might indicate the speaker's name within a dialogue, but also adds a slightly theatrical touch suitable for sarcastic comments.
   
2. **Double Negatives in Emphasis**: ""I am telling you"" indicates emphasis and could suggest exaggeration for comedic or sarcastic effect.
   
3. **Hyperbole**: ""when she leaned back,","The input sentence contains the following contextual cues for sarcasm detection:

1. Topic: The topic of the sentence is conversation between two characters, specifically involving one character (Chandler) sharing a personal anecdote about another person's appearance, likely a woman.

2. Context: The context implies a casual or informal conversation between Chandler and another person, possibly a friend or someone they both know. This type of dialogue could be common among close acquaintances, giving it a light-hearted or humorous tone.

3","Emotional cues:
1. ""I am telling you"" - This phrase might indicate a tone of conviction, honesty, or seriousness.

2. ""I could see her brain"" - This statement is unexpected and exaggerated, which is a common element of sarcasm, and might be used to express surprise or absurdity if it is meant to convey that the speaker found the situation peculiar or exaggerated in a negative way."
CHANDLER: Me? I am gonna die alone!,RACHEL: Hey Chandler? Monica just broke my sea-shell lamp.,FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Me? I am gonna die alone!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Me? I am gonna die alone!\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Me? I am gonna die alone!\n\n        '}]","### Linguistic Cues for Sarcasm Detection:

#### Keywords:
- ""Me?""
- ""gonna die""
- ""alone""

#### Rhetorical Devices:
- **Repetition (Rhetorical Repetition):** The sentence starts with ""Me?"" implying that someone else might be considered for the statement (""I am gonna die alone!""), suggesting disbelief or sarcasm.
- **Hyperbole:** Statements like ""gonna die"" exaggeratedly represents fear or dramatic expression, potentially sliding","### Output:

**Topic:** Social situation or the fear of loneliness. The reference to the hypothetical scenario of ""dying alone"" indicates a topic related to an individual's wishes or the fear of death. In this context, it pertains to relationships and connection/happiness/desire for companionship.

**Context:** The speaker, CHANDLER, is expressing a statement while possibly implying a major contradiction or irony, since WAITRESS is being kind to him, indicating kindness or human warmth, which","The emotional cues from the input sentence for sarcasm detection can be broken down as follows:

1. **Emotional words:**
   - ""die alone"": This phrase carries strong feelings, suggesting a negative outcome, but can be interpreted sarcastically, implying that the speaker sees this as a desirable or humorous situation rather than a fearful one.

2. **Emotional contrasts:**
   - The speaker follows ""die alone"" by saying ""Me?"" which implies doubt or self-deprecation in the act"
CHANDLER: Spanish midgets wrestling Julie! Okay yes I see how they got there.,"ROSS: Man, I sure miss Julie",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Spanish midgets wrestling Julie! Okay yes I see how they got there.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Spanish midgets wrestling Julie! Okay yes I see how they got there.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Spanish midgets wrestling Julie! Okay yes I see how they got there.\n\n        '}]","###Output:

**Linguistic Cues for Sarcasm Detection:**

1. **Keywords (Direct Indicators):** 
   - ""mocked words or phrases (e.g., ""Spanish midgets wrestling Julie"")""
   - ""parody of tense or serious nature ('Okay yes I see how they got there')""
   - ""dialectical inversion (i.e., when the language used implies the opposite of what is meant, ""Spanish midgets wrestling Julie"", here","###Output:
**Topic:** Wrestling. Mention of ""Spanish midgets"" and ""Julie,"" which are non-standard terms that indicate something unusual or out-of-place.

**Context:** The reaction of the speaker, Chandler, is provided following the initial statement, suggesting a context of surprise or astonishment at the idea presented. The sentence structure itself veers into humor through the direct comment ""Okay yes I see how they got there,"" implying he sees the potential for the concept to make sense within","The emotional cues in the input sentence for sarcasm detection are:

1. Emotion words:
   - None explicitly mentioned in the sentence.

2. Emotional contrasts:
   - The contrast between an expected positive (or potentially neutral) reaction to an announcement about Spanish midgets wrestling Julie and the subsequent statement ""Okay yes I see how they got there"" implies that the speaker is not genuinely enjoying the idea, indicating sarcasm. 

The sarcasm may be perceived in both the visually obvious ""Spanish"
"CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.","JOEY: Oh no no, that's the beauty of it, it goes with everything. You put this on, you are good to go!
CHANDLER: Hell I have never been good to go, so, what the hell why not try some jewellery huh?
JOEY: Oh man! You are so wearing that bracelet!
CHANDLER: I so am
JOEY: You have any idea what this will do to your sex life?",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.\n\n        '}]","To extract linguistic cues for sarcasm detection from the input sentence, let's analyze it step by step:

### Input: 
""CHANDLER: Well, it will probably slow me down at first. But once I am used to the extra weight, I'll get back on track.""

**Keywords:**
- ""Well""
- ""probably slow me down""
- ""first""
- ""used to the extra weight""
- ""get back on track""

**Rhetorical Devices:**
-","The input sentence doesn't contain any explicit contextual cues that might help with sarcasm detection, as it appears to be a straightforward statement. The speaker mentions some potential downsides (slowing down initially, getting used to extra weight) typical of someone trying something new or adjusting to a change. However, there are no markers that clearly indicate the speaker is being sarcastic or not. Here are the basic details:

- **Topic**: The conversation could be about someone trying something new or adjusting to a change","The emotional cues from the input sentence for sarcasm detection are not explicitly clear and might differ based on interpretation. However, generally, these cues might include:

- Emotional Words: 'slow', 'extra weight'
- Emotional Contrasts: 'probably', 'at first' (this can indicate an ironic tone if Chandler's actual intention is the opposite)

The sentence might convey annoyance or frustration about the added weight but could also be sarcastic, for example, if Chandler is expressing sarcasm about being slow"
"CHANDLER: A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.",CHANDLER: It was summer. And it was hot. Rachel was there.,FRIENDS,0,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: A lonely grey couch. "" O look "" cried Ned. And then the kingdom was his. The End.\n\n        '}]","### Extraction of Cues:
#### Keywords:
1. ""Lonely grey couch"" - Typically associated with positive sentiment, here used to denote a negative condition (loneliness).
2. ""O look"" - Excessive enthusiasm often used sarcastically or ironically.
3. ""And then the kingdom was his"" - Contrasted usage compared to the significant setup (getting a couch) insinuating a much larger achievement.
4. ""The End"" - Often used to conclude a story in a straightforward","### Output:

#### Contextual Cues for Sarcasm Detection:

1. **Topic**: The sentence involves characters (a character named Chandler and Ned) hypothetically discussing a scenario that leads to a peaceful takeover (a kingdom being given to someone).

2. **Context**: The scenario is fictional and suggests a whimsical, exaggerated version of how a kingdom might change hands. It seems to imply that such a scenario (giving a kingdom, represented metaphorically by a ""lonely grey couch"",","To perform sarcasm detection using emotional cues, we analyze the sentence for expressions of emotion, emotional contrasts, or unlikely situations that might indicate irony. Here's an analysis of the provided input:

**Emotional Words:**

1. **""A lonely grey couch.""** The term 'lonely' implies a sense of isolation or not expecting much, which might be used sarcastically if confronting an expectation of exclusivity or excellence. ""Grey couch"" does not evoke much emotion itself, but could be"
CHANDLER: See Joe that's why your parents told you not to jump on your bed!,JOEY: Whoa!,FRIENDS,0,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: See Joe that's why your parents told you not to jump on your bed!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: See Joe that's why your parents told you not to jump on your bed!\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: See Joe that's why your parents told you not to jump on your bed!\n\n        ""}]","### Linguistic Cues for Sarcasm Detection in the Input Sentence:

1. **Keywords**:
   - ""your parents told you not to jump on your bed""

2. **Rhetorical Devices**:
   - **Teasing or Pranking** (implied by the speaker - CHANDLER, suggesting a bit of mockery especially since the sentence is directed to ""Joe"").
   - **Unexpected Compensation** when framing the parents' advice as a reason which is actually ironic since jumping","### Contextual Cues for Sarcasm Detection

#### Topic:
1. **Family Advice**: Refers to the advice given by Chandler's parents.
2. **Bed Jumps**: Related to the specific action that was advised against by the parents.

#### Context:
1. **Joking Tone**: Chandler is addressing Joe and his parents' advice, indicated by use of a conversational and friendly tone.
2. **Situational Knowledge**: Assuming the context involves personal relationships and family advice that","The emotional cues from the input sentence for sarcasm detection include:

1. **Emotional Words**: While Chandler's sentence itself doesn't explicitly convey strong emotion, the key emotional play can be inferred from the sarcastic tone suggested in the play. Words like ""See Joe,"" enacted with a formal or business-like play, might imply the speaker is ardent on the topic they are playfully ridiculing, capturing the ardent lack of genuine concern or emotion.

2. **Emotional Contrasts**:"
"CHANDLER: I just have to do one thing, really quickly, its not a big thing  ...  GET UP||","CHANDLER: Get up
JOEY: What?
CHANDLER: You're in my seat
JOEY: How is it your seat?
CHANDLER: Cause I was sitting there
JOEY: But then you left
CHANDLER: But its not like I went to Spain, I went to the bathroom , you knew I was coming back.
JOEY: Whats the big deal?
CHANDLER: The big deal is that I was sitting there last, so.. that's my seat
JOEY: Actually, the last place you were sitting was in there
ROSS: You guys, you know what? it doesn't matter. Because you both have to go get dressed before the big vein in my head pops!",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I just have to do one thing, really quickly, its not a big thing  ...  GET UP||\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I just have to do one thing, really quickly, its not a big thing  ...  GET UP||\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I just have to do one thing, really quickly, its not a big thing  ...  GET UP||\n\n        '}]","### Output:

- Keywords: ""I just have to do one thing"", ""its not a big thing"", ""in reality"", ""GET UP""
- Rhetorical Devices: Nonchalance or exaggerated casualness when saying that something is not a big thing
- Punctuation: ELLIPSIS (""||"") used for non-verbal emphasis, creating a pause
- Language Style: Informal, conversational tone, implying something different from what is literally being said","Cue1: Context - The context here is the dialog of a person (name CHANDLER) who is saying that he needs to do one thing quickly and it's not a big thing. This typically sets up the expectation of an ordinary, non-important event.

Cue2: Topic - The topic is about a quick task that Chandler is about to do. Since it's not stipulated to be a big thing, this could potentially be mundane or trivial, leading to comedic scenarios often associated","For sarcasm detection, emotional cues can help identify the ironic or satirical tone in a statement. In the given input sentence:

CHANDLER: I just have to do one thing, really quickly, its not a big thing ... GET UP||

We can extract emotional cues as follows:

1. **Contrast**: The phrase ""its not a big thing"" contrasted with the subsequent command ""GET UP"" suggests a sarcastic implication. The speaker might be pretending that getting up is not"
"CHANDLER: No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",PERSON: Someone in there?,FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: No, this is just part of a daredevil game that I play called wait until last moment before I burst and die\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: No, this is just part of a daredevil game that I play called wait until last moment before I burst and die\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: No, this is just part of a daredevil game that I play called wait until last moment before I burst and die\n\n        '}]","### Linguistic Cues Extraction:
**Keywords**:
1. ""daredevil game""
2. ""last moment before I burst and die""
3. ""I play""

**Rhetorical Devices**:
1. The use of ""No"" could be seen as a sarcastic denial.
2. ""This"" to refer to the situation, possibly minimizing the seriousness and turning the conversation in a humorous manner.

**Punctuation**:
1. Exclamation mark in the script tag, which","### Output:

1. **Topic**: ""a daredevil game""
2. **Context**: 
   - Chengandler (presumably a misspelling or a play on the character's name) is stating this sentence in a lighthearted and non-serious tone.
   - The statement suggests a last-minute rush scenario, which implies that something has been left for a critical or dramatic moment, often a form of procrastination or dramatic coloring.
3. **Common Knowledge**:","The emotional cues from the input sentence for sarcasm detection include:

1. ""No, this is just part of a daredevil game that I play"": The use of ""just"" can be seen as contrary to the supposed severity or danger the situation suggests.

2. ""wait until last moment before I burst and die"": The phrase ""die"" is melodramatic, suggesting that the person intends to emphasize the danger they are facing which could be perceived as ironic or exaggerated, although it's not"
"CHANDLER: Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",MONICA: I just don't wanna give them any more ammunition than they already have.,FRIENDS,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.\n\n        ""}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords and Expressions**:
   - The specific words 'Yes' and 'cruel' are significant. 'Yes' might signal a warranted or agreeing tone that deviates from the genuine sentiment. 'Cruel' is an dramatic, intensified term in this context, suggesting a negative or abusive trait attributed to a parent, which, when combined with the word 'all know', makes it ironic or exaggerated.

2.","### Cues for Sarcasm Detection:
1. **Topic**: The topic is about the subject of parenting or more specifically, the interaction between children and their parents, focusing on a parent's potential cruelty. The context of the conversation revolves around the triviality of a child's pillow and its flatness, which could imply a larger, metaphorical commentary on the subject.

2. **Context**: The remarks are set in a conversational format (indicated by ""CHANDLER:""). The","Emotional cues for sarcasm detection:
1. Emotional words: ""cruel"", ""flatness""
2. Emotional contrasts: none explicitly stated, the context implies a sarcastic tone given the surprised or sarcastic nature of the statement regarding parents being ""cruel"" over something so seemingly trivial as a child's pillow being flat."
CHANDLER: I think this is probably why Damone smokes in his cell alone.,"JOEY: I just want to go back to my cell, cause in my cell I can smoke.
CHANDLER: Smoke away!",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I think this is probably why Damone smokes in his cell alone.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I think this is probably why Damone smokes in his cell alone.\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I think this is probably why Damone smokes in his cell alone.\n\n        '}]","### Linguistic Cues for Sarcasm Detection:

1. **Keywords AND Abbreviations:**
   - ""smokes"" (informal, criticized by the context)
   - ""in his cell alone"" (suggests a solitary, potentially grim situation, criticized by the context)
   - ""probably why"" (introduces speculation that has a negative connotation, suggesting the worst instead of a positive situation)

2. **Rhetorical Devices and Tone:**
   - **","### Output:

- **Speaker's Name**: Chandler
- **Contextual Cues**:
  - **Topic/Subject**: Smoking in a cell
  - **Speaker's Tone**: The statement appears to be referencing or quoting Damone about his smoking habits in solitary confinement, potentially implying a situation of isolation.
  - **Common Knowledge**: The context suggests knowledge about prison conditions where inmates might resort to smoking as a way of maintaining routine or alleviating stress.
  - **Emotional Tone**:","The emotional cues for sarcasm detection in the input sentence are not clear-cut since sarcasm often relies on implied emotions that are not explicitly stated in the text. However, based on common patterns in sarcastic statements, we can make a few educated guesses.

In the case of Chandler's statement:

1. **Contrast of Actual Emotion and Expressed Emotion**:
   - ""**I think this is probably why Damone smokes in his cell alone.**"" 
   This phrase could"
CHANDLER: Oh! Satan's minions at work again?,PHOEBE: And there's five hundred extra dollars in my account.,FRIENDS,1,"[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Oh! Satan's minions at work again?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Oh! Satan's minions at work again?\n\n        ""}]","[{'role': 'user', 'content': ""\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Oh! Satan's minions at work again?\n\n        ""}]","Linguistic Cues for Sarcasm Detection:

1. **Keywords**: ""Satan's minions"".
2. **Rhetorical Devices**:
   - **Appeal to Authority**: The use of the term ""Satan's minions"" implies a level of importance to the argument or situation being discussed, which is likely not meant to be taken literally.
   - **Hyperbole**: The exaggeration using ""Satan's minions"" creates a dramatic and emotive expression to imply something difficult","### Contextual Cues for Sarcasm Detection:

1. **Speaker ( Chiliand)**: The speaker's name is casually mentioned at the beginning, which does not typically carry any sarcastic undertones. However, the punctuation (exclamation marks) might indicate a stronger tone.

2. **Content**: The quote ""Satan's minions at work again?"" is out-of-place and implies something displeasing or an undesirable event happened (the use of ""Satan's minions"" as a swear","The emotional cues from the input sentence for sarcasm detection are:

1. Emotional words: ""Oh!"", ""Satan's minions""
2. Emotional contrasts: ""again""? This implies repetition or ongoing issue which can be sarcastic if used in a way that suggests annoyance or frustration. However, this contrast is not explicitly present in the sentence and needs more context to fully determine the sarcastic intention."
"CHANDLER: Maybe it's a contest, you know? Like ""Collect all five"".","PHOEBE: I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker.",FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: Maybe it\'s a contest, you know? Like ""Collect all five"".\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: Maybe it\'s a contest, you know? Like ""Collect all five"".\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: Maybe it\'s a contest, you know? Like ""Collect all five"".\n\n        '}]","### Linguistic Cues for Sarcasm Detection:

1. **Key Phrases and Words:**
   - ""Maybe it's a contest"": The use of the uncertain, possibly mocking ""maybe"" signals sarcasm. This phrase is often employed to imply something ridiculous isn't serious.
   - ""Like 'Collect all five'"": Explicit comparison implies that Chandler is suggesting impossibly or highly improbable scenarios, known to be a rhetorical device indicative of sarcasm.
   - ""you know"": This","The input sentence for sarcasm detection is taken from the dialogue between characters CHANDLER. It is crucial to note the context and cues within this sentence to understand the potential sarcasm involved.

  1. **Speaker (Setting the Tone):**
    - CHANDLER: The speaker indicates sarcasm through the use of an uncertain, 揚ake-laugh"" attitude. 揚ake-laugh"" would suggest that CHANDLER is presenting his statement in a falsely cheerful or exaggerated manner,","To extract emotional cues for sarcasm detection in the given input sentence, I will look for words indicating irony, negative feelings, contrasting emotions or sarcastic tone. Emotional words are terms that evoke a positive or negative emotion, emotional contrasts refer to statements that contradict each other or express a difference for humorous or ironic effect. Here's an analysis:

Input Sentence: ""CHANDLER: Maybe it's a contest, you know? Like 'Collect all five'.""

Emotional Cues for Sarcasm"
CHANDLER: I guess you would know that or else we would be in a predicament room,CHANDLER: Listen it's kind of an emergency,FRIENDS,1,"[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the linguistic cues from the input sentence for sarcasm detection, such as keywords, rhetorical devices, punctuation, language style.\n\n        ###Input:\n        CHANDLER: I guess you would know that or else we would be in a predicament room\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the contextual cues from the input sentence for sarcasm detection, such as topic, context, common knowledge.\n\n        ###Input:\n        CHANDLER: I guess you would know that or else we would be in a predicament room\n\n        '}]","[{'role': 'user', 'content': '\n        ###Instruction:\n        Please extract the emotional cues from the input sentence for sarcasm detection, such as emotional words, emotional contrasts.\n\n        ###Input:\n        CHANDLER: I guess you would know that or else we would be in a predicament room\n\n        '}]","1. **Keywords:**
    - ""guess""
    - ""would know""
    - ""predicament room""

2. **Rhetorical Devices:**
    - The question mark at the end of the sentence signifies a rhetorical question, which is designed to invite a sarcastic response or to emphasize the absurdity of the statement.

    - Chandler's suggestion of a ""predicament room"" implies an imaginary or fictional scenario, which is typically used in sarcasm to highlight the nons","###Output:
- **Speaker**: CHANDLER
- **Sentence**: ""I guess you would know that or else we would be in a predicament room""
- **Contextual Cues for Sarcasm Detection**:
    - **Topic**: The conversation seems to be a casual interaction possibly between friends or colleagues discussing a situation where a specific piece of knowledge is not known among the group.
    - **Common Knowledge**: The mention of being in ""a predicament room"" could be a","Emotional cues for sarcasm detection:
- ""guess"" - implied skepticism or insincerity
- ""you would know that"" - condescending tone, implying the recipient should already know something, hence sarcasm
- ""or else"" - contrast indicating an alternate undesirable situation, implying the current situation is acceptable or even favorable"
